"logZ","niter","error","relative_error","below_tolerance","method","mu","nu","max_iter","eps","true_value"
0.0976057,7,1.77488e-15,1.60982e-15,1,"errorBounding",0.1,2,1e+05,1e-13,0.0976056813827937
0.0976057,8,4.23828e-15,3.84415e-15,1,"brms",0.1,2,1e+05,1e-13,0.0976056813827937
0.0976057,8,4.43719e-16,4.02456e-16,1,"brms_bulk",0.1,2,1e+05,1e-13,0.0976056813827937
0.451176,NA,-0.46763,-0.424143,0,"Gaunt",0.1,2,1e+05,1e-14,0.0976056813827937
0.0976057,8,4.43719e-16,4.02456e-16,1,"ST",0.1,2,1e+05,1e-14,0.0976056813827937
0.0976057,7,1.77488e-15,1.60982e-15,1,"errorBounding",0.1,2,1e+05,1e-14,0.0976056813827937
0.0976057,8,4.23828e-15,3.84415e-15,1,"brms",0.1,2,1e+05,1e-14,0.0976056813827937
0.0976057,8,4.43719e-16,4.02456e-16,1,"brms_bulk",0.1,2,1e+05,1e-14,0.0976056813827937
0.451176,NA,-0.46763,-0.424143,0,"Gaunt",0.1,2,1e+05,1e-15,0.0976056813827937
0.0976057,9,4.43719e-16,4.02456e-16,1,"ST",0.1,2,1e+05,1e-15,0.0976056813827937
0.0976057,8,4.43719e-16,4.02456e-16,1,"errorBounding",0.1,2,1e+05,1e-15,0.0976056813827937
0.0976057,9,3.36614e-16,3.05311e-16,1,"brms",0.1,2,1e+05,1e-15,0.0976056813827937
0.0976057,9,4.43719e-16,4.02456e-16,1,"brms_bulk",0.1,2,1e+05,1e-15,0.0976056813827937
0.451176,NA,-0.46763,-0.424143,0,"Gaunt",0.1,2,1e+05,1e-16,0.0976056813827937
0.0976057,9,4.43719e-16,4.02456e-16,0,"ST",0.1,2,1e+05,1e-16,0.0976056813827937
0.0976057,8,4.43719e-16,4.02456e-16,0,"errorBounding",0.1,2,1e+05,1e-16,0.0976056813827937
0.0976057,9,3.36614e-16,3.05311e-16,0,"brms",0.1,2,1e+05,1e-16,0.0976056813827937
0.0976057,9,4.43719e-16,4.02456e-16,0,"brms_bulk",0.1,2,1e+05,1e-16,0.0976056813827937
0.451176,NA,-0.46763,-0.424143,0,"Gaunt",0.1,2,1e+05,1e-17,0.0976056813827937
0.0976057,9,4.43719e-16,4.02456e-16,0,"ST",0.1,2,1e+05,1e-17,0.0976056813827937
0.0976057,8,4.43719e-16,4.02456e-16,0,"errorBounding",0.1,2,1e+05,1e-17,0.0976056813827937
0.0976057,9,3.36614e-16,3.05311e-16,0,"brms",0.1,2,1e+05,1e-17,0.0976056813827937
0.0976057,9,4.43719e-16,4.02456e-16,0,"brms_bulk",0.1,2,1e+05,1e-17,0.0976056813827937
0.451176,NA,-0.46763,-0.424143,0,"Gaunt",0.1,2,1e+05,1e-18,0.0976056813827937
0.0976057,10,4.43719e-16,4.02456e-16,0,"ST",0.1,2,1e+05,1e-18,0.0976056813827937
0.0976057,9,4.43719e-16,4.02456e-16,0,"errorBounding",0.1,2,1e+05,1e-18,0.0976056813827937
0.0976057,10,9.18039e-17,8.32667e-17,0,"brms",0.1,2,1e+05,1e-18,0.0976056813827937
0.0976057,10,4.43719e-16,4.02456e-16,0,"brms_bulk",0.1,2,1e+05,1e-18,0.0976056813827937
0.451176,NA,-0.46763,-0.424143,0,"Gaunt",0.1,2,1e+05,1e-19,0.0976056813827937
0.0976057,10,4.43719e-16,4.02456e-16,0,"ST",0.1,2,1e+05,1e-19,0.0976056813827937
0.0976057,9,4.43719e-16,4.02456e-16,0,"errorBounding",0.1,2,1e+05,1e-19,0.0976056813827937
0.0976057,10,9.18039e-17,8.32667e-17,0,"brms",0.1,2,1e+05,1e-19,0.0976056813827937
0.0976057,10,4.43719e-16,4.02456e-16,0,"brms_bulk",0.1,2,1e+05,1e-19,0.0976056813827937
0.451176,NA,-0.46763,-0.424143,0,"Gaunt",0.1,2,1e+05,1e-20,0.0976056813827937
0.0976057,10,4.43719e-16,4.02456e-16,0,"ST",0.1,2,1e+05,1e-20,0.0976056813827937
0.0976057,9,4.43719e-16,4.02456e-16,0,"errorBounding",0.1,2,1e+05,1e-20,0.0976056813827937
0.0976057,10,9.18039e-17,8.32667e-17,0,"brms",0.1,2,1e+05,1e-20,0.0976056813827937
0.0976057,10,4.43719e-16,4.02456e-16,0,"brms_bulk",0.1,2,1e+05,1e-20,0.0976056813827937
0.316456,NA,-0.162031,-0.133885,0,"Gaunt",0.2,2,1e+05,0.1,0.190806311199725
0.19062,3,0.000225022,0.000185934,1,"ST",0.2,2,1e+05,0.1,0.190806311199725
0.202941,2,-0.014775,-0.0122085,1,"errorBounding",0.2,2,1e+05,0.1,0.190806311199725
0.182322,3,0.010225,0.00844886,1,"brms",0.2,2,1e+05,0.1,0.190806311199725
0.19062,3,0.000225022,0.000185934,1,"brms_bulk",0.2,2,1e+05,0.1,0.190806311199725
0.316456,NA,-0.162031,-0.133885,0,"Gaunt",0.2,2,1e+05,0.01,0.190806311199725
0.19062,3,0.000225022,0.000185934,1,"ST",0.2,2,1e+05,0.01,0.190806311199725
0.190838,3,-3.81355e-05,-3.15111e-05,1,"errorBounding",0.2,2,1e+05,0.01,0.190806311199725
0.182322,3,0.010225,0.00844886,0,"brms",0.2,2,1e+05,0.01,0.190806311199725
0.190804,4,2.80012e-06,2.31372e-06,1,"brms_bulk",0.2,2,1e+05,0.01,0.190806311199725
0.316456,NA,-0.162031,-0.133885,0,"Gaunt",0.2,2,1e+05,0.001,0.190806311199725
0.190804,4,2.80012e-06,2.31372e-06,1,"ST",0.2,2,1e+05,0.001,0.190806311199725
0.190838,3,-3.81355e-05,-3.15111e-05,1,"errorBounding",0.2,2,1e+05,0.001,0.190806311199725
0.19062,4,0.000225022,0.000185934,1,"brms",0.2,2,1e+05,0.001,0.190806311199725
0.190804,4,2.80012e-06,2.31372e-06,1,"brms_bulk",0.2,2,1e+05,0.001,0.190806311199725
0.316456,NA,-0.162031,-0.133885,0,"Gaunt",0.2,2,1e+05,1e-04,0.190806311199725
0.190806,5,2.23462e-08,1.84645e-08,1,"ST",0.2,2,1e+05,1e-04,0.190806311199725
0.190806,4,2.74871e-07,2.27124e-07,1,"errorBounding",0.2,2,1e+05,1e-04,0.190806311199725
0.190804,5,2.80012e-06,2.31372e-06,1,"brms",0.2,2,1e+05,1e-04,0.190806311199725
0.190806,5,2.23462e-08,1.84645e-08,1,"brms_bulk",0.2,2,1e+05,1e-04,0.190806311199725
0.316456,NA,-0.162031,-0.133885,0,"Gaunt",0.2,2,1e+05,1e-05,0.190806311199725
0.190806,5,2.23462e-08,1.84645e-08,1,"ST",0.2,2,1e+05,1e-05,0.190806311199725
0.190806,4,2.74871e-07,2.27124e-07,1,"errorBounding",0.2,2,1e+05,1e-05,0.190806311199725
0.190804,5,2.80012e-06,2.31372e-06,1,"brms",0.2,2,1e+05,1e-05,0.190806311199725
0.190806,5,2.23462e-08,1.84645e-08,1,"brms_bulk",0.2,2,1e+05,1e-05,0.190806311199725
0.316456,NA,-0.162031,-0.133885,0,"Gaunt",0.2,2,1e+05,1e-06,0.190806311199725
0.190806,6,1.23962e-10,1.02429e-10,1,"ST",0.2,2,1e+05,1e-06,0.190806311199725
0.190806,5,4.76531e-09,3.93754e-09,1,"errorBounding",0.2,2,1e+05,1e-06,0.190806311199725
0.190806,6,2.23462e-08,1.84645e-08,1,"brms",0.2,2,1e+05,1e-06,0.190806311199725
0.190806,6,1.23962e-10,1.02429e-10,1,"brms_bulk",0.2,2,1e+05,1e-06,0.190806311199725
0.316456,NA,-0.162031,-0.133885,0,"Gaunt",0.2,2,1e+05,1e-07,0.190806311199725
0.190806,6,1.23962e-10,1.02429e-10,1,"ST",0.2,2,1e+05,1e-07,0.190806311199725
0.190806,5,4.76531e-09,3.93754e-09,1,"errorBounding",0.2,2,1e+05,1e-07,0.190806311199725
0.190806,6,2.23462e-08,1.84645e-08,1,"brms",0.2,2,1e+05,1e-07,0.190806311199725
0.190806,6,1.23962e-10,1.02429e-10,1,"brms_bulk",0.2,2,1e+05,1e-07,0.190806311199725
0.316456,NA,-0.162031,-0.133885,0,"Gaunt",0.2,2,1e+05,1e-08,0.190806311199725
0.190806,7,5.05369e-13,4.17583e-13,1,"ST",0.2,2,1e+05,1e-08,0.190806311199725
0.190806,6,3.43563e-11,2.83883e-11,1,"errorBounding",0.2,2,1e+05,1e-08,0.190806311199725
0.190806,7,1.23962e-10,1.02429e-10,1,"brms",0.2,2,1e+05,1e-08,0.190806311199725
0.190806,7,5.05134e-13,4.17388e-13,1,"brms_bulk",0.2,2,1e+05,1e-08,0.190806311199725
0.316456,NA,-0.162031,-0.133885,0,"Gaunt",0.2,2,1e+05,1e-09,0.190806311199725
0.190806,7,5.05369e-13,4.17583e-13,1,"ST",0.2,2,1e+05,1e-09,0.190806311199725
0.190806,6,3.43563e-11,2.83883e-11,1,"errorBounding",0.2,2,1e+05,1e-09,0.190806311199725
0.190806,7,1.23962e-10,1.02429e-10,1,"brms",0.2,2,1e+05,1e-09,0.190806311199725
0.190806,7,5.05134e-13,4.17388e-13,1,"brms_bulk",0.2,2,1e+05,1e-09,0.190806311199725
0.316456,NA,-0.162031,-0.133885,0,"Gaunt",0.2,2,1e+05,1e-10,0.190806311199725
0.190806,8,1.31003e-15,1.08247e-15,1,"ST",0.2,2,1e+05,1e-10,0.190806311199725
0.190806,6,3.43563e-11,2.83883e-11,1,"errorBounding",0.2,2,1e+05,1e-10,0.190806311199725
0.190806,8,5.05134e-13,4.17388e-13,1,"brms",0.2,2,1e+05,1e-10,0.190806311199725
0.190806,8,1.31003e-15,1.08247e-15,1,"brms_bulk",0.2,2,1e+05,1e-10,0.190806311199725
0.316456,NA,-0.162031,-0.133885,0,"Gaunt",0.2,2,1e+05,1e-11,0.190806311199725
0.190806,8,1.31003e-15,1.08247e-15,1,"ST",0.2,2,1e+05,1e-11,0.190806311199725
0.190806,7,1.60294e-13,1.3245e-13,1,"errorBounding",0.2,2,1e+05,1e-11,0.190806311199725
0.190806,8,5.05134e-13,4.17388e-13,1,"brms",0.2,2,1e+05,1e-11,0.190806311199725
0.190806,8,1.31003e-15,1.08247e-15,1,"brms_bulk",0.2,2,1e+05,1e-11,0.190806311199725
0.316456,NA,-0.162031,-0.133885,0,"Gaunt",0.2,2,1e+05,1e-12,0.190806311199725
0.190806,8,1.31003e-15,1.08247e-15,1,"ST",0.2,2,1e+05,1e-12,0.190806311199725
0.190806,7,1.60294e-13,1.3245e-13,1,"errorBounding",0.2,2,1e+05,1e-12,0.190806311199725
0.190806,8,5.05134e-13,4.17388e-13,1,"brms",0.2,2,1e+05,1e-12,0.190806311199725
0.190806,8,1.31003e-15,1.08247e-15,1,"brms_bulk",0.2,2,1e+05,1e-12,0.190806311199725
0.316456,NA,-0.162031,-0.133885,0,"Gaunt",0.2,2,1e+05,1e-13,0.190806311199725
0.190806,9,-2.35133e-16,-1.94289e-16,1,"ST",0.2,2,1e+05,1e-13,0.190806311199725
0.190806,8,4.36676e-16,3.60822e-16,1,"errorBounding",0.2,2,1e+05,1e-13,0.190806311199725
0.190806,9,1.24285e-15,1.02696e-15,1,"brms",0.2,2,1e+05,1e-13,0.190806311199725
0.190806,9,-2.35133e-16,-1.94289e-16,1,"brms_bulk",0.2,2,1e+05,1e-13,0.190806311199725
0.316456,NA,-0.162031,-0.133885,0,"Gaunt",0.2,2,1e+05,1e-14,0.190806311199725
0.190806,9,-2.35133e-16,-1.94289e-16,1,"ST",0.2,2,1e+05,1e-14,0.190806311199725
0.190806,8,4.36676e-16,3.60822e-16,1,"errorBounding",0.2,2,1e+05,1e-14,0.190806311199725
0.190806,9,1.24285e-15,1.02696e-15,1,"brms",0.2,2,1e+05,1e-14,0.190806311199725
0.190806,9,-2.35133e-16,-1.94289e-16,1,"brms_bulk",0.2,2,1e+05,1e-14,0.190806311199725
0.316456,NA,-0.162031,-0.133885,0,"Gaunt",0.2,2,1e+05,1e-15,0.190806311199725
0.190806,10,-2.35133e-16,-1.94289e-16,1,"ST",0.2,2,1e+05,1e-15,0.190806311199725
0.190806,9,-2.35133e-16,-1.94289e-16,1,"errorBounding",0.2,2,1e+05,1e-15,0.190806311199725
0.190806,10,-3.35905e-16,-2.77556e-16,1,"brms",0.2,2,1e+05,1e-15,0.190806311199725
0.190806,10,-2.35133e-16,-1.94289e-16,1,"brms_bulk",0.2,2,1e+05,1e-15,0.190806311199725
0.316456,NA,-0.162031,-0.133885,0,"Gaunt",0.2,2,1e+05,1e-16,0.190806311199725
0.190806,10,-2.35133e-16,-1.94289e-16,0,"ST",0.2,2,1e+05,1e-16,0.190806311199725
0.190806,9,-2.35133e-16,-1.94289e-16,0,"errorBounding",0.2,2,1e+05,1e-16,0.190806311199725
0.190806,10,-3.35905e-16,-2.77556e-16,0,"brms",0.2,2,1e+05,1e-16,0.190806311199725
0.190806,10,-2.35133e-16,-1.94289e-16,0,"brms_bulk",0.2,2,1e+05,1e-16,0.190806311199725
0.316456,NA,-0.162031,-0.133885,0,"Gaunt",0.2,2,1e+05,1e-17,0.190806311199725
0.190806,10,-2.35133e-16,-1.94289e-16,0,"ST",0.2,2,1e+05,1e-17,0.190806311199725
0.190806,9,-2.35133e-16,-1.94289e-16,0,"errorBounding",0.2,2,1e+05,1e-17,0.190806311199725
0.190806,10,-3.35905e-16,-2.77556e-16,0,"brms",0.2,2,1e+05,1e-17,0.190806311199725
0.190806,10,-2.35133e-16,-1.94289e-16,0,"brms_bulk",0.2,2,1e+05,1e-17,0.190806311199725
0.316456,NA,-0.162031,-0.133885,0,"Gaunt",0.2,2,1e+05,1e-18,0.190806311199725
0.190806,11,-2.35133e-16,-1.94289e-16,0,"ST",0.2,2,1e+05,1e-18,0.190806311199725
0.190806,10,-2.35133e-16,-1.94289e-16,0,"errorBounding",0.2,2,1e+05,1e-18,0.190806311199725
0.190806,11,-3.35905e-16,-2.77556e-16,0,"brms",0.2,2,1e+05,1e-18,0.190806311199725
0.190806,11,-2.35133e-16,-1.94289e-16,0,"brms_bulk",0.2,2,1e+05,1e-18,0.190806311199725
0.316456,NA,-0.162031,-0.133885,0,"Gaunt",0.2,2,1e+05,1e-19,0.190806311199725
0.190806,11,-2.35133e-16,-1.94289e-16,0,"ST",0.2,2,1e+05,1e-19,0.190806311199725
0.190806,10,-2.35133e-16,-1.94289e-16,0,"errorBounding",0.2,2,1e+05,1e-19,0.190806311199725
0.190806,11,-3.35905e-16,-2.77556e-16,0,"brms",0.2,2,1e+05,1e-19,0.190806311199725
0.190806,11,-2.35133e-16,-1.94289e-16,0,"brms_bulk",0.2,2,1e+05,1e-19,0.190806311199725
0.316456,NA,-0.162031,-0.133885,0,"Gaunt",0.2,2,1e+05,1e-20,0.190806311199725
0.190806,11,-2.35133e-16,-1.94289e-16,0,"ST",0.2,2,1e+05,1e-20,0.190806311199725
0.190806,10,-2.35133e-16,-1.94289e-16,0,"errorBounding",0.2,2,1e+05,1e-20,0.190806311199725
0.190806,11,-3.35905e-16,-2.77556e-16,0,"brms",0.2,2,1e+05,1e-20,0.190806311199725
0.190806,11,-2.35133e-16,-1.94289e-16,0,"brms_bulk",0.2,2,1e+05,1e-20,0.190806311199725
0.461263,NA,-0.0199926,-0.012766,1,"Gaunt",0.5,2,1e+05,0.1,0.448577552588149
0.446287,3,0.00358293,0.00228783,1,"ST",0.5,2,1e+05,0.1,0.448577552588149
0.44914,3,-0.000881356,-0.000562777,1,"errorBounding",0.5,2,1e+05,0.1,0.448577552588149
0.405465,3,0.0660829,0.0421963,1,"brms",0.5,2,1e+05,0.1,0.448577552588149
0.446287,3,0.00358293,0.00228783,1,"brms_bulk",0.5,2,1e+05,0.1,0.448577552588149
0.461263,NA,-0.0199926,-0.012766,0,"Gaunt",0.5,2,1e+05,0.01,0.448577552588149
0.448507,4,0.000110708,7.06907e-05,1,"ST",0.5,2,1e+05,0.01,0.448577552588149
0.44914,3,-0.000881356,-0.000562777,1,"errorBounding",0.5,2,1e+05,0.01,0.448577552588149
0.446287,4,0.00358293,0.00228783,1,"brms",0.5,2,1e+05,0.01,0.448577552588149
0.448507,4,0.000110708,7.06907e-05,1,"brms_bulk",0.5,2,1e+05,0.01,0.448577552588149
0.461263,NA,-0.0199926,-0.012766,0,"Gaunt",0.5,2,1e+05,0.001,0.448577552588149
0.448576,5,2.20059e-06,1.40516e-06,1,"ST",0.5,2,1e+05,0.001,0.448577552588149
0.448572,4,8.58335e-06,5.48078e-06,1,"errorBounding",0.5,2,1e+05,0.001,0.448577552588149
0.448507,5,0.000110708,7.06907e-05,1,"brms",0.5,2,1e+05,0.001,0.448577552588149
0.448576,5,2.20059e-06,1.40516e-06,1,"brms_bulk",0.5,2,1e+05,0.001,0.448577552588149
0.461263,NA,-0.0199926,-0.012766,0,"Gaunt",0.5,2,1e+05,1e-04,0.448577552588149
0.448578,6,3.04508e-08,1.94439e-08,1,"ST",0.5,2,1e+05,1e-04,0.448577552588149
0.448577,5,4.50478e-07,2.87646e-07,1,"errorBounding",0.5,2,1e+05,1e-04,0.448577552588149
0.448576,6,2.20059e-06,1.40516e-06,1,"brms",0.5,2,1e+05,1e-04,0.448577552588149
0.448578,6,3.04508e-08,1.94439e-08,1,"brms_bulk",0.5,2,1e+05,1e-04,0.448577552588149
0.461263,NA,-0.0199926,-0.012766,0,"Gaunt",0.5,2,1e+05,1e-05,0.448577552588149
0.448578,6,3.04508e-08,1.94439e-08,1,"ST",0.5,2,1e+05,1e-05,0.448577552588149
0.448577,5,4.50478e-07,2.87646e-07,1,"errorBounding",0.5,2,1e+05,1e-05,0.448577552588149
0.448576,6,2.20059e-06,1.40516e-06,1,"brms",0.5,2,1e+05,1e-05,0.448577552588149
0.448578,6,3.04508e-08,1.94439e-08,1,"brms_bulk",0.5,2,1e+05,1e-05,0.448577552588149
0.461263,NA,-0.0199926,-0.012766,0,"Gaunt",0.5,2,1e+05,1e-06,0.448577552588149
0.448578,7,3.09976e-10,1.97931e-10,1,"ST",0.5,2,1e+05,1e-06,0.448577552588149
0.448578,6,8.30652e-09,5.30401e-09,1,"errorBounding",0.5,2,1e+05,1e-06,0.448577552588149
0.448578,7,3.04508e-08,1.94439e-08,1,"brms",0.5,2,1e+05,1e-06,0.448577552588149
0.448578,7,3.09977e-10,1.97931e-10,1,"brms_bulk",0.5,2,1e+05,1e-06,0.448577552588149
0.461263,NA,-0.0199926,-0.012766,0,"Gaunt",0.5,2,1e+05,1e-07,0.448577552588149
0.448578,7,3.09976e-10,1.97931e-10,1,"ST",0.5,2,1e+05,1e-07,0.448577552588149
0.448578,6,8.30652e-09,5.30401e-09,1,"errorBounding",0.5,2,1e+05,1e-07,0.448577552588149
0.448578,7,3.04508e-08,1.94439e-08,1,"brms",0.5,2,1e+05,1e-07,0.448577552588149
0.448578,7,3.09977e-10,1.97931e-10,1,"brms_bulk",0.5,2,1e+05,1e-07,0.448577552588149
0.461263,NA,-0.0199926,-0.012766,0,"Gaunt",0.5,2,1e+05,1e-08,0.448577552588149
0.448578,8,2.41688e-12,1.54327e-12,1,"ST",0.5,2,1e+05,1e-08,0.448577552588149
0.448578,7,9.77171e-11,6.23959e-11,1,"errorBounding",0.5,2,1e+05,1e-08,0.448577552588149
0.448578,8,3.09976e-10,1.97931e-10,1,"brms",0.5,2,1e+05,1e-08,0.448577552588149
0.448578,8,2.41688e-12,1.54327e-12,1,"brms_bulk",0.5,2,1e+05,1e-08,0.448577552588149
0.461263,NA,-0.0199926,-0.012766,0,"Gaunt",0.5,2,1e+05,1e-09,0.448577552588149
0.448578,8,2.41688e-12,1.54327e-12,1,"ST",0.5,2,1e+05,1e-09,0.448577552588149
0.448578,7,9.77171e-11,6.23959e-11,1,"errorBounding",0.5,2,1e+05,1e-09,0.448577552588149
0.448578,8,3.09976e-10,1.97931e-10,1,"brms",0.5,2,1e+05,1e-09,0.448577552588149
0.448578,8,2.41688e-12,1.54327e-12,1,"brms_bulk",0.5,2,1e+05,1e-09,0.448577552588149
0.461263,NA,-0.0199926,-0.012766,0,"Gaunt",0.5,2,1e+05,1e-10,0.448577552588149
0.448578,9,1.41704e-14,9.04832e-15,1,"ST",0.5,2,1e+05,1e-10,0.448577552588149
0.448578,8,8.31447e-13,5.30909e-13,1,"errorBounding",0.5,2,1e+05,1e-10,0.448577552588149
0.448578,9,2.41706e-12,1.54338e-12,1,"brms",0.5,2,1e+05,1e-10,0.448577552588149
0.448578,9,1.41704e-14,9.04832e-15,1,"brms_bulk",0.5,2,1e+05,1e-10,0.448577552588149
0.461263,NA,-0.0199926,-0.012766,0,"Gaunt",0.5,2,1e+05,1e-11,0.448577552588149
0.448578,9,1.41704e-14,9.04832e-15,1,"ST",0.5,2,1e+05,1e-11,0.448577552588149
0.448578,8,8.31447e-13,5.30909e-13,1,"errorBounding",0.5,2,1e+05,1e-11,0.448577552588149
0.448578,9,2.41706e-12,1.54338e-12,1,"brms",0.5,2,1e+05,1e-11,0.448577552588149
0.448578,9,1.41704e-14,9.04832e-15,1,"brms_bulk",0.5,2,1e+05,1e-11,0.448577552588149
0.461263,NA,-0.0199926,-0.012766,0,"Gaunt",0.5,2,1e+05,1e-12,0.448577552588149
0.448578,10,-7.82416e-16,-4.996e-16,1,"ST",0.5,2,1e+05,1e-12,0.448577552588149
0.448578,9,4.60756e-15,2.94209e-15,1,"errorBounding",0.5,2,1e+05,1e-12,0.448577552588149
0.448578,10,1.39965e-14,8.9373e-15,1,"brms",0.5,2,1e+05,1e-12,0.448577552588149
0.448578,10,-7.82416e-16,-4.996e-16,1,"brms_bulk",0.5,2,1e+05,1e-12,0.448577552588149
0.461263,NA,-0.0199926,-0.012766,0,"Gaunt",0.5,2,1e+05,1e-13,0.448577552588149
0.448578,10,-7.82416e-16,-4.996e-16,1,"ST",0.5,2,1e+05,1e-13,0.448577552588149
0.448578,9,4.60756e-15,2.94209e-15,1,"errorBounding",0.5,2,1e+05,1e-13,0.448577552588149
0.448578,10,1.39965e-14,8.9373e-15,1,"brms",0.5,2,1e+05,1e-13,0.448577552588149
0.448578,10,-7.82416e-16,-4.996e-16,1,"brms_bulk",0.5,2,1e+05,1e-13,0.448577552588149
0.461263,NA,-0.0199926,-0.012766,0,"Gaunt",0.5,2,1e+05,1e-14,0.448577552588149
0.448578,11,-7.82416e-16,-4.996e-16,1,"ST",0.5,2,1e+05,1e-14,0.448577552588149
0.448578,9,4.60756e-15,2.94209e-15,1,"errorBounding",0.5,2,1e+05,1e-14,0.448577552588149
0.448578,11,-1.04322e-15,-6.66134e-16,1,"brms",0.5,2,1e+05,1e-14,0.448577552588149
0.448578,11,-7.82416e-16,-4.996e-16,1,"brms_bulk",0.5,2,1e+05,1e-14,0.448577552588149
0.461263,NA,-0.0199926,-0.012766,0,"Gaunt",0.5,2,1e+05,1e-15,0.448577552588149
0.448578,11,-7.82416e-16,-4.996e-16,1,"ST",0.5,2,1e+05,1e-15,0.448577552588149
0.448578,10,-7.82416e-16,-4.996e-16,1,"errorBounding",0.5,2,1e+05,1e-15,0.448577552588149
0.448578,11,-1.04322e-15,-6.66134e-16,0,"brms",0.5,2,1e+05,1e-15,0.448577552588149
0.448578,11,-7.82416e-16,-4.996e-16,1,"brms_bulk",0.5,2,1e+05,1e-15,0.448577552588149
0.461263,NA,-0.0199926,-0.012766,0,"Gaunt",0.5,2,1e+05,1e-16,0.448577552588149
0.448578,11,-7.82416e-16,-4.996e-16,0,"ST",0.5,2,1e+05,1e-16,0.448577552588149
0.448578,10,-7.82416e-16,-4.996e-16,0,"errorBounding",0.5,2,1e+05,1e-16,0.448577552588149
0.448578,11,-1.04322e-15,-6.66134e-16,0,"brms",0.5,2,1e+05,1e-16,0.448577552588149
0.448578,11,-7.82416e-16,-4.996e-16,0,"brms_bulk",0.5,2,1e+05,1e-16,0.448577552588149
0.461263,NA,-0.0199926,-0.012766,0,"Gaunt",0.5,2,1e+05,1e-17,0.448577552588149
0.448578,12,-7.82416e-16,-4.996e-16,0,"ST",0.5,2,1e+05,1e-17,0.448577552588149
0.448578,11,-7.82416e-16,-4.996e-16,0,"errorBounding",0.5,2,1e+05,1e-17,0.448577552588149
0.448578,12,-1.04322e-15,-6.66134e-16,0,"brms",0.5,2,1e+05,1e-17,0.448577552588149
0.448578,12,-7.82416e-16,-4.996e-16,0,"brms_bulk",0.5,2,1e+05,1e-17,0.448577552588149
0.461263,NA,-0.0199926,-0.012766,0,"Gaunt",0.5,2,1e+05,1e-18,0.448577552588149
0.448578,12,-7.82416e-16,-4.996e-16,0,"ST",0.5,2,1e+05,1e-18,0.448577552588149
0.448578,11,-7.82416e-16,-4.996e-16,0,"errorBounding",0.5,2,1e+05,1e-18,0.448577552588149
0.448578,12,-1.04322e-15,-6.66134e-16,0,"brms",0.5,2,1e+05,1e-18,0.448577552588149
0.448578,12,-7.82416e-16,-4.996e-16,0,"brms_bulk",0.5,2,1e+05,1e-18,0.448577552588149
0.461263,NA,-0.0199926,-0.012766,0,"Gaunt",0.5,2,1e+05,1e-19,0.448577552588149
0.448578,13,-7.82416e-16,-4.996e-16,0,"ST",0.5,2,1e+05,1e-19,0.448577552588149
0.448578,12,-7.82416e-16,-4.996e-16,0,"errorBounding",0.5,2,1e+05,1e-19,0.448577552588149
0.448578,13,-1.04322e-15,-6.66134e-16,0,"brms",0.5,2,1e+05,1e-19,0.448577552588149
0.448578,13,-7.82416e-16,-4.996e-16,0,"brms_bulk",0.5,2,1e+05,1e-19,0.448577552588149
0.461263,NA,-0.0199926,-0.012766,0,"Gaunt",0.5,2,1e+05,1e-20,0.448577552588149
0.448578,13,-7.82416e-16,-4.996e-16,0,"ST",0.5,2,1e+05,1e-20,0.448577552588149
0.448578,12,-7.82416e-16,-4.996e-16,0,"errorBounding",0.5,2,1e+05,1e-20,0.448577552588149
0.448578,13,-1.04322e-15,-6.66134e-16,0,"brms",0.5,2,1e+05,1e-20,0.448577552588149
0.448578,13,-7.82416e-16,-4.996e-16,0,"brms_bulk",0.5,2,1e+05,1e-20,0.448577552588149
0.819962,NA,0.00917169,0.0040234,1,"Gaunt",1,2,1e+05,0.1,0.823993541482956
0.8232,4,0.00180752,0.000792918,1,"ST",1,2,1e+05,0.1,0.823993541482956
0.829279,3,-0.0120814,-0.00529981,1,"errorBounding",1,2,1e+05,0.1,0.823993541482956
0.81093,4,0.0295853,0.0129784,1,"brms",1,2,1e+05,0.1,0.823993541482956
0.8232,4,0.00180752,0.000792918,1,"brms_bulk",1,2,1e+05,0.1,0.823993541482956
0.819962,NA,0.00917169,0.0040234,1,"Gaunt",1,2,1e+05,0.01,0.823993541482956
0.823962,5,7.14134e-05,3.13274e-05,1,"ST",1,2,1e+05,0.01,0.823993541482956
0.823962,4,7.14134e-05,3.13274e-05,1,"errorBounding",1,2,1e+05,0.01,0.823993541482956
0.8232,5,0.00180752,0.000792918,1,"brms",1,2,1e+05,0.01,0.823993541482956
0.823962,5,7.14134e-05,3.13274e-05,1,"brms_bulk",1,2,1e+05,0.01,0.823993541482956
0.819962,NA,0.00917169,0.0040234,0,"Gaunt",1,2,1e+05,0.001,0.823993541482956
0.823993,6,1.969e-06,8.63755e-07,1,"ST",1,2,1e+05,0.001,0.823993541482956
0.823988,5,1.35431e-05,5.94103e-06,1,"errorBounding",1,2,1e+05,0.001,0.823993541482956
0.823962,6,7.14134e-05,3.13274e-05,1,"brms",1,2,1e+05,0.001,0.823993541482956
0.823993,6,1.969e-06,8.63755e-07,1,"brms_bulk",1,2,1e+05,0.001,0.823993541482956
0.819962,NA,0.00917169,0.0040234,0,"Gaunt",1,2,1e+05,1e-04,0.823993541482956
0.823993,6,1.969e-06,8.63755e-07,1,"ST",1,2,1e+05,1e-04,0.823993541482956
